scorer,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000
bodyparts,P01,P01,P01,P02,P02,P02,P03,P03,P03
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
71,909.4324951171875,64.29851531982422,0.9906514883041382,854.9439697265625,400.5339660644531,0.9968453049659729,835.7901000976562,508.1415100097656,0.9896266460418701
72,910.8452758789062,65.50315856933594,0.9941031336784363,865.3812866210938,399.46173095703125,0.9977619647979736,849.133544921875,499.1399230957031,0.9940518736839294
73,916.981689453125,66.88178253173828,0.9935764670372009,895.6611328125,400.727783203125,0.9984026551246643,888.9848022460938,510.1043701171875,0.8887338638305664
74,916.97412109375,66.81234741210938,0.9936814308166504,895.67529296875,400.7627258300781,0.9984002709388733,888.5697631835938,510.3095397949219,0.8950544595718384
75,922.1905517578125,66.98419952392578,0.982269823551178,911.3359375,399.76812744140625,0.9979242086410522,910.8303833007812,499.6226501464844,0.9679778218269348
76,923.2510375976562,65.55093383789062,0.9881746768951416,927.2074584960938,399.33856201171875,0.9978917241096497,931.7081909179688,508.3724060058594,0.9319689869880676
77,927.2884521484375,65.32586669921875,0.9951116442680359,943.1856689453125,398.185546875,0.9972065091133118,950.6113891601562,510.3165283203125,0.960452675819397
78,930.3336791992188,65.18856048583984,0.9963460564613342,957.4308471679688,397.3252258300781,0.995070219039917,969.6024169921875,510.83673095703125,0.8763629794120789
79,933.4596557617188,66.06120300292969,0.9945449829101562,969.658447265625,396.5629577636719,0.9844485521316528,990.299560546875,500.1897277832031,0.9520347714424133
80,937.6199340820312,65.8441162109375,0.9880557060241699,982.3544921875,396.0588073730469,0.9940483570098877,1003.2523803710938,501.0301513671875,0.9590920805931091
81,939.6782836914062,64.7997817993164,0.9851723909378052,989.5271606445312,397.3586730957031,0.9937343001365662,1010.1500244140625,502.2489929199219,0.9852694869041443
82,940.0184326171875,65.03359985351562,0.9882692098617554,995.7842407226562,398.87261962890625,0.9973944425582886,1016.297119140625,508.81048583984375,0.9559159874916077
83,940.461669921875,65.33655548095703,0.985932469367981,997.651611328125,400.9371337890625,0.9973871111869812,1017.627197265625,510.66473388671875,0.9599042534828186
84,940.41064453125,65.35700988769531,0.9901739358901978,995.9199829101562,403.2449951171875,0.9988395571708679,1016.001220703125,509.22637939453125,0.9625394344329834
85,939.687744140625,65.6688461303711,0.9857973456382751,990.3386840820312,404.4173278808594,0.9982497096061707,1008.0588989257812,517.5174560546875,0.9907405376434326
86,938.3377075195312,66.99976348876953,0.9854529500007629,983.2835083007812,406.53875732421875,0.9967482089996338,999.3648071289062,521.37744140625,0.9872124791145325
87,933.8267211914062,66.93453979492188,0.9927082657814026,971.46630859375,411.7696533203125,0.9832515716552734,985.8380737304688,524.0341186523438,0.9879328608512878
88,933.8093872070312,66.90562438964844,0.9927829504013062,971.4677734375,411.7729797363281,0.9831462502479553,985.7730102539062,524.2039794921875,0.9877421855926514
89,932.7105102539062,67.22894287109375,0.9956698417663574,957.4696044921875,412.9540710449219,0.991413950920105,968.6857299804688,525.142578125,0.9897421598434448
90,928.2037353515625,66.20355224609375,0.995708703994751,943.1067504882812,414.61651611328125,0.9969504475593567,948.5357666015625,527.9765625,0.9947274327278137
91,925.8821411132812,66.85557556152344,0.993935763835907,926.605224609375,415.7384033203125,0.9975011944770813,926.22216796875,530.646484375,0.9881352186203003
92,923.543212890625,68.6161117553711,0.9807565808296204,909.4774780273438,415.94207763671875,0.996859073638916,903.8390502929688,534.1957397460938,0.9876382350921631
93,917.6867065429688,68.0140380859375,0.9896920323371887,892.4203491210938,414.7190856933594,0.9929957985877991,882.7838745117188,529.021240234375,0.9922714233398438
94,915.0757446289062,67.56356811523438,0.9946545362472534,876.2826538085938,413.4607238769531,0.9855678081512451,861.2044067382812,526.2815551757812,0.9729668498039246
